,LavatoryID,Description,City,Street,opening_hours,street_address,PostalCode,Country,Longitude,Latitude,isOwnedByWall,isHandicappedAccessible,Price,canBePayedWithCoins,canBePayedInApp,canBePayedWithNFC,hasChangingTable,LabelID,hasUrinal,ratings,Comments
322,Wall_5358,Toilette Karl-Marx-Str.,Berlin,Kirchhofstr. (0-24 Uhr),0:00-24:00,Kirchhofstr. ,12051,Deutschland,13.4413888888889,52.4715555555556,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,20,
325,Wall_5361,Toilette Mariendorfer Damm,Berlin,Friedenstr. (0-24 Uhr),0:00-24:00,Friedenstr. ,12107,Deutschland,13.386907,52.438695,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,20,
366,Fremd_122,Toilette Fennpfuhlpark,Berlin,Fennpfuhlpark,,Fennpfuhlpark,10369 ,Deutschland,13.4770118599248,52.5294911931032,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,20,
417,Fremd_17,Toilette Cuvrystraße,Berlin,Cuvrystraße,,Cuvrystraße,10997,Deutschland,13.44417,52.49827,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,20,
326,Wall_5362,Toilette Havelberger Str.,Berlin,"Stephanplatz , Stephanstr. (0-24 Uhr)",0:00-24:00,"Stephanplatz , Stephanstr. ",10559,Deutschland,13.3470138888889,52.5335277777778,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,20,
363,Fremd_12,Toilette Wannsee (Sommerbetrieb),Berlin,Wannsee (Sommerbetrieb),,Wannsee ,14129,Deutschland,13.17935,52.43684,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,20,
391,Fremd_146,Toilette Landschaftsfriedhof Gatow,Berlin,Landschaftsfriedhof Gatow,,Landschaftsfriedhof Gatow,14089,Deutschland,13.1547684974975,52.4970888408983,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,20,
406,Fremd_16,Toilette Oranienplatz,Berlin,Oranienplatz,,Oranienplatz,10969,Deutschland,13.41514,52.50263,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,20,
441,SANIFAIR_2,"SANIFAIR, Gesundbrunnen-Center",Berlin,Badstr. 4 (6-20 Uhr),6:00-20:00,Badstr. 4 ,13357,Deutschland,13.38851667,52.549209,No,Yes,0.5,Yes,No,No,Yes,Toilette nicht von Wall,Yes,20,
332,Wall_5368,Toilette verlängerte Sterkrader Str.,Berlin,"Flughafensee Tegel , Schwarzer Weg (0-24 Uhr)",0:00-24:00,"Flughafensee Tegel , Schwarzer Weg ",13507,Deutschland,13.2855277777778,52.5707777777778,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,20,
317,Wall_5351,Toilette Großer Stern,Berlin,"Großer Stern (Haus C) , Str. des 17. Juni (7-22 Uhr)",7:00-22:00,Großer Stern ,10785,Deutschland,13.3484166666667,52.5142361111111,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,20,
355,Wall_5394,Toilette Haus Nr. 59 (Badestelle/Rettungsstelle Havel) (ex. Heiligensee/Badewiese),Berlin,Sandhauser Str. (0-24 Uhr),0:00-24:00,Sandhauser Str. ,13503,Deutschland,13.2215555555556,52.5943611111111,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,20,
369,Fremd_125,Toilette Kienbergpark,Berlin,Kienbergpark,,Kienbergpark,12683 ,Deutschland,13.5894403548536,52.5306179217177,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,20,
352,Wall_5391,Toilette Parkplatz Südufer Krumme Lanke,Berlin,"Krumme Lanke , Fischerhüttenweg (0-24 Uhr)",0:00-24:00,"Krumme Lanke , Fischerhüttenweg ",14193,Deutschland,13.2288333333333,52.44775,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,20,
278,Wall_124551,"Wall CT, Dolgenseestr.",Berlin,Dolgenseestr. ggü. 9 E (0-24 Uhr),0:00-24:00,Dolgenseestr. ggü. 9 E ,10319,Deutschland,13.5075727419539,52.492378564872,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,19,
277,Wall_124549,"Wall CT, Alt-Lübars",Berlin,Alt-Lübars 19 B (0-24 Uhr),0:00-24:00,Alt-Lübars 19 B ,13469,Deutschland,13.3587134690709,52.6209848295185,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,19,
45,Wall_120020,"Wall CT, Steglitzer Damm",Berlin,Steglitzer Damm ggü. 3 (0-24 Uhr),0:00-24:00,Steglitzer Damm ggü. 3 ,12167,Deutschland,13.3362051601007,52.4510085070607,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,19,
285,Wall_125174,"Wall CT, Gothaer Str.",Berlin,Gothaer Str. 37 (0-24 Uhr),0:00-24:00,Gothaer Str. 37 ,12629,Deutschland,13.5889935903744,52.5396036363434,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,19,
35,Wall_120010,"Wall CT, Argentinische Allee",Berlin,Argentinische Allee (0-24 Uhr),0:00-24:00,Argentinische Allee ,14163,Deutschland,13.2401710897821,52.4423428716787,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,19,
249,Wall_123829,"Wall CT, Franz-Neumann-Platz, Pankower Allee",Berlin,"Franz-Neumann-Platz, Pankower Allee ggü. 1 (0-24 Uhr)",0:00-24:00,"Franz-Neumann-Platz, Pankower Allee ggü. 1 ",13409,Deutschland,13.3648361228867,52.5636304223902,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,19,
25,Wall_120000,"Wall CT, Gürtelstr.",Berlin,Gürtelstr. (0-24 Uhr),0:00-24:00,Gürtelstr. ,10247,Deutschland,13.4769761791238,52.5131466112857,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,19,
244,Wall_123777,"Wall CT, Swinemünder Str.",Berlin,Swinemünder Str. 34 (0-24 Uhr),0:00-24:00,Swinemünder Str. 34 ,13355,Deutschland,13.3990246522732,52.5414239496499,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,19,
